Name,Address,City,Country,Beds,Trauma,Phone
Cameron Memorial Community Hospital Inc,416 E Maumee St,Angola,USA,25,General Medical,(260) 665-2141
Sparrow Specialty Hospital,"1215 E Michigan Avenue,8w",Lansing,USA,30,General Medical,NOT AVAILABLE
Baystate Mary Lane Hospital,85 South Street,Ware,USA,25,General Medical,NOT AVAILABLE
Twelve-Step Living Corporation - Tallgrass Recovery Center,27048 South Tallgrass Avenue,Sioux Falls,USA,1001,General Medical,(605) 368-5559
Auxilio Mutuo Hospital,Ponce De Leon Avenue,Hato Rey,PRI,483,General Medical,(787) 758-2000
The Corpus Christi Medical Center - Bay Area,7101 South Padre Island Drive,Corpus Christi,USA,152,Breast Cancer,(361) 761-1200
Blackwell Regional Hospital,710 South 13th Street,Blackwell,USA,53,Breast Cancer,(580) 363-2311
Memorial Hospital & Physician Group,319 East Josephine Avenue,Frederick,USA,37,Breast Cancer,(580) 335-7565
Perry Memorial Hospital,501 North 14th Street,Perry,USA,26,Breast Cancer,(580) 336-3541
Plains Memorial Hospital,310 West Halsell Street,Dimmitt,USA,17,Breast Cancer,(806) 647-2191
Medical Center Of Alliance,3101 North Tarrant Parkway,Fort Worth,USA,55,General Medical,(817) 639-1100
Vibra Hospital Of Boise,2131 South Bonito Way,Meridian,USA,60,General Medical,(208) 489-9500
Vibra Hospital Of Fort Wayne,"2200 Randallia Drive,5th Floor",Fort Wayne,USA,48,General Medical,(260) 399-2900
Mesquite Specialty Hospital,1024 North Galloway Avenue,Mesquite,USA,40,General Medical,(972) 216-2300
Christus Southeast Texas Orthopedic Specialty Center,3650 Laurel Avenue,Beaumont,USA,6,General Medical,(409) 838-0346
Usmd Hospital At Fort Worth,5900 Dirks Road,Fort Worth,USA,8,General Medical,(817) 433-9100
Houston Hospital For Specialized Surgery,5445 La Branch Street,Houston,USA,7,General Medical,(713) 528-6800
St Charles - Madras,470 Ne A Street,Madras,USA,1001,Breast Cancer,NOT AVAILABLE
Seton Highland Lakes,3201 S Water Street,Burnet,USA,25,Breast Cancer,(512) 715-3000
Sanford Rock Rapids Medical Center,801 South Greene Street,Rock Rapids,USA,25,Breast Cancer,(712) 472-2552
Franklin Foundation Hospital,1097 Northwest Blvd,Franklin,USA,22,General Medical,(337) 828-0760
West Feliciana Parish Hospital,5266 Commerce St,Saint Francisville,USA,22,General Medical,(225) 635-3811
Lasalle General Hospital,187 Ninth St,Jena,USA,49,General Medical,(318) 992-9200
Monrovia Memorial Hospital,323 South Heliotrope Avenue,Monrovia,USA,49,General Medical,NOT AVAILABLE
Muleshoe Area Medical Center,708 South First Street,Muleshoe,USA,25,General Medical,(806) 272-4524
Community Mental Health Center Inc,285 Bielby Rd,Lawrenceburg,USA,16,General Medical,(812) 537-1302
Evansville Psychiatric Children'S Center,3300 E Morgan Ave,Evansville,USA,1001,General Medical,(812) 477-6436
The Heart Hospital Baylor Plano,1100 Allied Drive,Plano,USA,116,General Medical,(469) 814-5599
Methodist Ambulatory Surgery Hospital - Northwest,"9150 Huebner Road,Suite 100",San Antonio,USA,31,General Medical,(210) 575-5080
Mount Sinai Medical Center,4300 Alton Rd,Miami Beach,USA,672,General Medical,(305) 674-2121
Select Specialty Hospital-Miami,"955 Nw 3rd St,8th Floor",Miami,USA,47,General Medical,(305) 416-5700
Forks Community Hospital,530 Bogachiel Way,Forks,USA,37,Breast Cancer,(360) 374-6271
Northside Hospital,6000 49th St N,Saint Petersburg,USA,288,General Medical,(727) 521-4411
Windmoor Healthcare Of Clearwater,11300 Us Hwy 19 N,Clearwater,USA,144,General Medical,(727) 541-2646
Highlands Regional Medical Center,3600 S Highlands Ave,Sebring,USA,126,General Medical,(863) 385-6101
Florida Hospital Carrollwood,7171 N Dale Mabry Hwy,Tampa,USA,103,General Medical,(813) 932-2222
Kindred Hospital-Central Tampa,4801 N Howard Ave,Tampa,USA,102,General Medical,(813) 874-7575
South Florida Baptist Hospital,301 N Alexander St,Plant City,USA,147,General Medical,(813) 757-1200
Healthsouth Rehabilitation Hospital Of Spring Hill,12440 Cortez Blvd,Brooksville,USA,80,General Medical,(352) 592-4242
Sharp Chula Vista Medical Center,751 Medical Center Court,Chula Vista,USA,343,General Medical,NOT AVAILABLE
Sharp Mary Birch Hospital For Women And Newborns,3003 Health Center Drive,San Diego,USA,206,General Medical,NOT AVAILABLE
Sharp Mesa Vista Hospital,7850 Vista Hill Avenue,San Diego,USA,158,General Medical,NOT AVAILABLE
Villa Coronado Convalescent (Dp/Snf),233 Prospect Place,Coronado,USA,122,General Medical,NOT AVAILABLE
California Pacific Med Ctr-California West,3700 California Street,San Francisco,USA,299,General Medical,NOT AVAILABLE
Hamilton Center Inc,620 8th Ave,Terre Haute,USA,16,General Medical,(812) 231-8285
Mercy Hospital Kingfisher,1000 Kingfisher Regional Hospital Drive,Kingfisher,USA,25,Breast Cancer,(405) 375-3141
St Mary'S Community Hospital,1314  3rd Ave,Nebraska City,USA,18,Breast Cancer,(402) 873-3321
East Texas Medical Center Pittsburg,2701 U.S. Hwy. 271 North,Pittsburg,USA,25,Breast Cancer,NOT AVAILABLE
Otto Kaiser Memorial Hospital,3349 South Highway 181,Kenedy,USA,25,Breast Cancer,(830) 583-3401
Muenster Memorial Hospital,605 North Maple Street,Muenster,USA,18,Breast Cancer,(940) 759-2271
Perham Health,1000 Coney Street West,Perham,USA,25,Pneumonia,(218) 347-4500
Jewish Home,302 Silver Avenue,San Francisco,USA,391,General Medical,NOT AVAILABLE
Kaiser Fnd Hosp - San Francisco,2425 Geary Boulevard,San Francisco,USA,247,General Medical,NOT AVAILABLE
Kaiser Fnd Hosp - Sacramento,2025 Morse Avenue,Sacramento,USA,287,General Medical,NOT AVAILABLE
Mercy General Hospital,4001 J Street,Sacramento,USA,419,General Medical,NOT AVAILABLE
Sutter Memorial Hospital,5151 F Street,Sacramento,USA,659,General Medical,NOT AVAILABLE
Health South Rehabilitation Hospital,8074 South 1300 East,Sandy,USA,105,General Medical,(801) 561-3400
Geary Community Hospital,1102 St Mary'S Road,Junction City,USA,92,General Medical,(785) 210-3301
Advanced Care Hospital Of Southern New Mexico,4451 East Lohman Avenue,Las Cruces,USA,20,General Medical,(575) 521-6600
Mountain View Regional Medical Center,4311 East Lohman Avenue,Las Cruces,USA,168,General Medical,(575) 556-7600
Bhc Alhambra Hospital,4619 Rosemead Boulevard,Rosemead,USA,97,General Medical,NOT AVAILABLE
College Hospital,10802 College Place,Cerritos,USA,187,General Medical,NOT AVAILABLE
Greater El Monte Community Hospital,1701 Santa Anita Avenue,South El Monte,USA,117,General Medical,NOT AVAILABLE
Asheville Specialty Hospital,428 Biltmore Ave,Asheville,USA,34,General Medical,(828) 213-5400
"Villages Regional Hospital, The",1451 El Camino Real,The Villages,USA,299,General Medical,(352) 751-8000
Healthpark Medical Center,9981 Healthpark Cir,Fort Myers,USA,496,General Medical,(239) 343-5000
Sutter Delta Medical Center,3901 Lone Tree Way,Antioch,USA,145,General Medical,NOT AVAILABLE
Delano Regional Medical Center,1401 Garces Highway,Delano,USA,100,General Medical,NOT AVAILABLE
Mayo Clinic Health System - Red Cedar Inc,2321 Stout Rd,Menomonie,USA,25,General Medical,(715) 235-5531
Central Louisiana Surgical Hospital,651 N Bolton Ave,Alexandria,USA,1001,General Medical,(318) 443-3511
Henderson Hospital,1050 West Galleria Drive,Henderson,USA,1001,General Medical,(318) 290-4395
Norwood Hlth Ctr,1600 N Chestnut Ave,Marshfield,USA,16,General Medical,(715) 384-2188
Bear Lake Memorial Hospital,164 South Fifth Street,Montpelier,USA,21,General Medical,(208) 847-1630
Mountain View Hospital,2325 Coronado Street,Idaho Falls,USA,43,General Medical,(208) 557-2700
Safe Haven Hospital Of Pocatello,1200 Hospital Way,Pocatello,USA,14,General Medical,(208) 232-2570
Sacred Heart Hospital,3240 W Franklin Blvd,Chicago,USA,119,General Medical,(773) 722-3020
Presence Holy Family Medical Center,100 North River Road,Des Plaines,USA,118,General Medical,(847) 813-3176
Gateway Regional Medical Center,2100 Madison Avenue,Granite City,USA,337,General Medical,(618) 798-3000
Franciscan St Margaret Health - Dyer,24 Joliet St,Dyer,USA,198,General Medical,(219) 865-2141
Kindred Hospital Northwest Indiana,"5454 Hohman Ave,5th Fl",Hammond,USA,215,General Medical,(219) 852-5305
Bhc Valle Vista Hospital,898 E Main St,Greenwood,USA,98,General Medical,(317) 883-5300
Virginia Mason Medical Center,925 Seneca Street,Seattle,USA,336,General Medical,(206) 624-1144
Vibra Of Southeastern Michigan,26400 W Outer Drive,Lincoln Park,USA,192,General Medical,NOT AVAILABLE
Regional Rehabilitation Institute,2908 5th Street,Rapid City,USA,51,General Medical,(605) 719-1100
Spaulding Rehabilitation Hospital,300 1st Ave,Boston,USA,132,General Medical,(617) 573-7000
Riverview Hospital & Nsg Home,323 South Minnesota,Crookston,USA,49,Pneumonia,(218) 281-9200
Lifecare Medical Center,715 Delmore Drive,Roseau,USA,25,Pneumonia,(218) 463-2500
District One Hospital,200 State Avenue,Faribault,USA,49,Pneumonia,(507) 334-6451
East Texas Medical Center Specialty Hospital,"1000 South Beckham Avenue,5th Floor",Tyler,USA,36,General Medical,(903) 596-3004
Providence Mount Carmel Hospital,982 E Columbia Ave,Colville,USA,25,Breast Cancer,(509) 684-2561
Mesa View Regional Hospital,1299 Bertha Howe Avenue,Mesquite,USA,25,General Medical,(702) 346-8040
Public Health Serv Indian Hosp,1623 Hospital Loop,Owyhee,USA,1001,General Medical,NOT AVAILABLE
The Orthopedic Specialty Hospital,5848 West Fashion Boulevard,Murray,USA,36,General Medical,(801) 314-4100
Signature Healthcare Brockton Hospital,680 Centre Street,Brockton,USA,197,General Medical,(508) 941-7000
Barlow Respiratory Hospital,2000 Stadium Way,Los Angeles,USA,105,General Medical,NOT AVAILABLE
Los Angeles Community Hospital At Bellflower,9542 East Artesia Boulevard,Bellflower,USA,144,General Medical,NOT AVAILABLE
Kindred Hospital - San Gabriel Valley,845 North Lark Ellen Avenue,West Covina,USA,76,General Medical,NOT AVAILABLE
Lac/Rancho Los Amigos National Rehab Center,7601 East Imperial Highway,Downey,USA,289,General Medical,NOT AVAILABLE
St. John'S Pleasant Valley Hospital,2309 Antonio Avenue,Camarillo,USA,155,General Medical,NOT AVAILABLE
Sonoma West Medical Center,501 Petaluma Avenue,Sebastopol,USA,47,General Medical,NOT AVAILABLE
Santa Rosa Memorial Hospital-Sotoyome,151 Sotoyome Street,Santa Rosa,USA,60,General Medical,NOT AVAILABLE
St. Helena Hospital Center For Behavioral Health,525 Oregon Street,Vallejo,USA,61,General Medical,NOT AVAILABLE
Sutter Solano Medical Center,300 Hospital Drive,Vallejo,USA,102,General Medical,NOT AVAILABLE
St. Helena Hospital,10 Woodland Rd.,St. Helena,USA,151,General Medical,NOT AVAILABLE
Sonora Regional Medical Center - Fairview,179 South Fairview Lane,Sonora,USA,12,General Medical,NOT AVAILABLE
Roxborough Memorial Hospital,5800 Ridge Avenue,Philadelphia,USA,137,General Medical,(215) 483-9900
Memorial Hospital Of Union County,500 London Avenue,Marysville,USA,97,General Medical,(937) 578-2289
Crichton Rehabilitation Center,320 Main Street,Johnstown,USA,39,General Medical,(814) 534-9000
Devereux Childrens Behavioral Health Center,655 Sugartown Road  P O Box 275,Malvern,USA,33,General Medical,(484) 595-6741
Main Line Bryn Mawr Rehabilitation Hospital,414 Paoli Pike  Po Box 3007,Malvern,USA,148,General Medical,(484) 596-5400
Penn Highlands Dubois,100 Hospital Avenue,Dubois,USA,214,General Medical,(814) 371-2200
Kearney County Health Services Hospital,727 East 1st St,Minden,USA,10,General Medical,(308) 832-3400
Mount Grant General Hospital,First And 'A' Street,Hawthorne,USA,11,General Medical,(702) 945-2461
Stephens County Hospital,163 Hospital Dr,Toccoa,USA,96,General Medical,NOT AVAILABLE
Warm Springs Medical Center,5995 Spring Street,Warm Springs,USA,104,General Medical,NOT AVAILABLE
"Animas Surgical Hospital, Llc",575 Rivergate Lane,Durango,USA,12,Breast Cancer,(970) 247-3537
Estes Park Medical Center,555 Prospect Avenue,Estes Park,USA,68,Breast Cancer,(970) 586-2317
Trinity Muscatine,1518 Mulberry Avenue,Muscatine,USA,48,Breast Cancer,(563) 264-9100
Banner Ironwood Medical Center,37000 N. Gantzel Rd.,San Tan Valley,USA,36,Breast Cancer,NOT AVAILABLE
Wray Community District Hospital,1017 W 7th St,Wray,USA,16,Breast Cancer,(970) 332-4811
Yuma District Hospital,1000 West 8th Avenue,Yuma,USA,12,Breast Cancer,(970) 848-5405
Cache Valley Specialty Hospital,2380 North 400 East,North Logan,USA,15,Breast Cancer,(435) 713-9700
South Florida Evaluation And Treatment Center,18680 Sw 376 St,Florida City,USA,249,General Medical,(786) 349-6000
West Kendall Baptist Hospital,9555 Sw 162 Ave,Miami,USA,133,General Medical,(786) 467-2011
Kennedy Memorial Hospital - Stratford,18 East Laurel Road,Stratford,USA,181,General Medical,(856) 346-7802
Bacharach Institute For Rehabilitation,61 West Jimmie Leeds Road,Pomona,USA,80,General Medical,(609) 652-7000
Kessler Institute For Rehabilitation Incorporated - North Facility,300 Market Street,Saddle Brook,USA,112,General Medical,(201) 587-8500
Bergen Regional Medical Center,230 East Ridgewood Avenue,Paramus,USA,510,General Medical,(201) 967-4000
Valley Hospital,223 North Van Dien Avenue,Ridgewood,USA,446,General Medical,(201) 447-8000
Saint Clares Hospital - Denville,25 Pocono Road,Denville,USA,314,General Medical,(973) 983-5506
Beaver County Memorial Hospital,212 East Eighth Street,Beaver,USA,24,Breast Cancer,(580) 625-4551
Good Shepherd Medical Center - Marshall,811 South Washington Avenue,Marshall,USA,149,Breast Cancer,(903) 927-6000
Continuecare Hospital At Medical Center Odessa,"500 W 4th Street,4th Floor",Odessa,USA,23,General Medical,(432) 640-4380
Kindred Hospital Spring,205 Hollow Tree Lane,Houston,USA,115,General Medical,(832) 849-2700
Kindred Hospital The Heights,"1800 West 26th Street,Floors 3,4, & 5",Houston,USA,68,General Medical,(713) 907-8686
St. James Behavioral Health Hospital,3136 S St. Landry Road,Gonzales,USA,10,General Medical,(225) 647-7524
Terrebonne General Medical Center,8166 Main St,Houma,USA,230,General Medical,(985) 873-3520
Post Acute Medical Specialty Hospital Of Milwaukee,5017 S 110th St,Greenfield,USA,62,General Medical,(414) 427-8282
Oakleaf Surgical Hospital,1000 Oakleaf Way,Altoona,USA,13,General Medical,(715) 831-8130
Osawatomie State Hospital Psychiatric,500 State Hospital Drive,Osawatomie,USA,176,General Medical,(913) 755-7000
Specialty Hospital Of Winnfield,915 First St,Winnfield,USA,20,General Medical,(318) 648-0212
East Carroll Parish Hospital,336 N Hood St,Lake Providence,USA,11,General Medical,(318) 559-4023
Texas Health Presbyterian Hospital Dallas,8200 Walnut Hill Lane,Dallas,USA,888,Covid,(214) 345-6789
St Joseph Mercy Hospital,5301 E Huron River Dr,Ann Arbor,USA,513,Covid,NOT AVAILABLE
Beaumont Hospital Dearborn,18101 Oakwood Blvd,Dearborn,USA,632,Covid,NOT AVAILABLE
Northwestern Lake Forest Hospital,660 N Westmoreland Road,Lake Forest,USA,188,Covid,(847) 234-5600
Los Angeles Community Hospital,4081 East Olympic Boulevard,Los Angeles,USA,130,General Medical,NOT AVAILABLE
Miracle Mile Medical Center,6000 San Vicente Boulevard,Los Angeles,USA,17,General Medical,NOT AVAILABLE
Hackensack-Umc Mountainside,Bay And Highland Ave,Montclair,USA,347,General Medical,(973) 429-6000
Rehab Hospital At Heather Hill Care Communities,12340 Bass Lake Road,Chardon,USA,56,General Medical,(440) 285-4040
Atrium Medical Center At Corinth,3305 Corinth Parkway,Corinth,USA,40,General Medical,NOT AVAILABLE
Baylor Specialty Hospital,3504 Swiss Avenue,Dallas,USA,68,General Medical,NOT AVAILABLE
South Lake Hospital,1900 Don Wickham Dr,Clermont,USA,170,General Medical,(352) 394-4071
Cornerstone Hospital Austin - Round Rock,4681 College Park Drive,Round Rock,USA,54,General Medical,(512) 671-1100
Orthopaedic Hospital At Parkview North Llc,11130 Parkview Circle Dr,Fort Wayne,USA,37,General Medical,(260) 672-4050
Columbus Regional Hospital,2400 E 17th St,Columbus,USA,198,General Medical,(812) 379-4441
Daviess Community Hospital,1314 E Walnut St,Washington,USA,80,General Medical,(812) 254-2760
Santa Rosa Medical Center,6002 Berryhill Rd,Milton,USA,129,General Medical,(850) 626-7762
Capital Regional Medical Center,2626 Capital Medical Blvd,Tallahassee,USA,266,General Medical,(850) 325-5015
West Florida Hospital,8383 N Davis Hwy,Pensacola,USA,515,General Medical,(850) 494-4000
Baptist Medical Center - Beaches,1350 13th Ave S,Jacksonville Beach,USA,146,General Medical,(904) 627-2900
River Point Behavioral Health,6300 Beach Blvd,Jacksonville,USA,84,General Medical,(904) 724-9202
Kaiser Fnd Hospital - Moreno Valley,27300 Iris Avenue,Moreno Valley,USA,101,General Medical,NOT AVAILABLE
Pacific Grove Hospital,5900 Brockton Avenue,Riverside,USA,68,General Medical,NOT AVAILABLE
El Camino Hospital,2500 Grant Road,Mountain View,USA,300,General Medical,NOT AVAILABLE
Kaiser Fnd Hosp - San Jose,250 Hospital Parkway,San Jose,USA,247,General Medical,NOT AVAILABLE
Kaiser Fnd Hosp - Santa Clara,700 Lawrence Expressway,Santa Clara,USA,327,General Medical,NOT AVAILABLE
O'Connor Hospital,2105 Forest Avenue,San Jose,USA,358,General Medical,(408) 947-2500
St. Louise Regional Hospital,9400 No Name Uno,Gilroy,USA,93,General Medical,NOT AVAILABLE
Lafayette Physical Rehabilitation Hospital,307 Polly Ln,Lafayette,USA,20,General Medical,(337) 314-1111
North Texas Medical Center,1900 Hospital Boulevard,Gainesville,USA,60,Breast Cancer,(940) 665-1751
Lavaca Medical Center,1400 North Texana Street,Harlingen,USA,25,Breast Cancer,(361) 798-3671
Hill Regional Hospital,101 Circle Drive,Hillsboro,USA,116,Breast Cancer,(254) 580-8500
Sebastian River Medical Center,13695 Us Hwy 1,Sebastian,USA,154,General Medical,(772) 589-3186
Palm Bay Hospital,1425 Malabar Rd Ne,Palm Bay,USA,138,General Medical,(321) 434-8000
Wuesthoff Medical Center-Rockledge,110 Longwood Ave,Rockledge,USA,298,General Medical,(321) 636-2211
North Florida Regional Medical Center,6500 Newberry Rd,Gainesville,USA,432,General Medical,(352) 333-4000
Broward Health Coral Springs,3000 Coral Hills Dr,Coral Springs,USA,200,General Medical,(954) 344-3000
Kindred Hospital-South Florida-Hollywood,1859 Van Buren St,Hollywood,USA,119,General Medical,(954) 920-9000
Memorial Hospital West,703 N Flamingo Rd,Pembroke Pines,USA,446,General Medical,(954) 436-5000
Depoo Hospital,1200 Kennedy Dr,Key West,USA,49,General Medical,(305) 294-5531
Plantation General Hospital,401 Nw 42nd Ave,Plantation,USA,264,General Medical,(954) 587-5010
Magnolia Hospital,101 Hospital Drive,Magnolia,USA,70,Breast Cancer,(870) 235-3000
St. Vincent Morrilton,4 Hospital Drive,Morrilton,USA,35,Breast Cancer,(501) 977-2300
Pawnee County Memorial Hospital,600 I St,Pawnee City,USA,11,Breast Cancer,(402) 852-2231
Sweeny Community Hospital,305 North Mckinney Street,Sweeny,USA,20,Breast Cancer,(979) 548-1598
Throckmorton County Memorial Hospital,802 North Minter Avenue,Throckmorton,USA,14,Breast Cancer,(940) 849-2151
Heart Hospital Of Austin,3801 North Lamar,Austin,USA,58,Breast Cancer,(512) 407-7000
Texas Health Harris Methodist Hospital Azle,108 Denver Trail,Azle,USA,36,Breast Cancer,(817) 444-8600
Hosp Ryder Memorial Inc,355 Font Martelo Street,Humacao,PRI,227,General Medical,(787) 852-0768
"Drake Center For Post-Acute Care, Llc",2139 Auburn Avenue,Cincinnati,USA,30,General Medical,(513) 418-2624
Mercy Health - West Hospital,3300 Mercy Health Blvd,Cincinnati,USA,568,General Medical,(513) 215-0200
Kindred Hospital - San Antonio Central,"111 Dallas Street,4th Floor",San Antonio,USA,44,General Medical,(210) 297-7195
Mission Regional Medical Center,900 South Bryan Road,Mission,USA,297,Breast Cancer,(956) 323-9103
Pampa Regional Medical Center,One Medical Plaza,Pampa,USA,115,Breast Cancer,(806) 665-3721
Great Bend Regional Hospital,514 Cleveland Street,Great Bend,USA,33,Breast Cancer,(620) 792-8833
Columbia St Marys Hospital Milwaukee,2323 N Lake Dr,Milwaukee,USA,422,Pneumonia,(414) 291-1210
Sage Rehabilitation Institute,8220 Summa Avenue,Baton Rouge,USA,27,General Medical,(225) 819-0703
Select Specialty Hospital Columbus East,"181 Taylor Ave,6th Floor",Columbus,USA,23,General Medical,(717) 972-1100
University Hospitals Rehabilitation Hospital,23333 Harvard Road,Beachwood,USA,50,General Medical,(216) 593-2200
Restpadd Psychiatric Health Facility,2750 Eureka Way,Redding,USA,16,General Medical,(530) 262-6700
Totally Kids Rehabilitation Center,1720 Mountain View Ave,Loma Linda,USA,81,General Medical,(909) 796-6915
Oroville Hospital,2767 Olive Highway,Oroville,USA,133,General Medical,NOT AVAILABLE
Windom Area Hospital,2150 Hospital Drive,Windom,USA,18,Pneumonia,(507) 831-2400
Southwest Health Center Inc,1400 East Side Rd,Platteville,USA,25,General Medical,(608) 342-4701
St. Helena Hospital - Clearlake,15630 18th Ave - Hwy 53,Clearlake,USA,32,General Medical,NOT AVAILABLE
Methodist Hospital Union County,4604 U.S. Hwy. 60w,Morganfield,USA,25,Breast Cancer,(270) 389-3030
Chi St Joseph Health Bellville Hospital,44 North Cummings Road,Bellville,USA,32,Breast Cancer,(979) 413-7400
Baptist Health Medical Center-Stuttgart,1703 North Buerkle Road,Stuttgart,USA,1001,Breast Cancer,(870) 674-6301
Arbuckle Memorial Hospital,2011 West Broadway Street,Sulphur,USA,25,Breast Cancer,(580) 622-2161
Little River Healthcare,1700 Brazos Street,Rockdale,USA,25,Breast Cancer,(512) 446-4502
Stroud Regional Medical Center,2308 Highway 66 West Stroud,Stroud,USA,25,Breast Cancer,(918) 968-3571
Jefferson County Hospital,Highway 70 And 81,Waurika,USA,25,Breast Cancer,(580) 228-2344
"Mercy Hospital Tishomingo, Inc",1000 South Byrd Street,Tishomingo,USA,25,Breast Cancer,(580) 371-2327
Aurora Behavioral Healthcare-Santa Rosa,1287 Fulton Road,Santa Rosa,USA,95,General Medical,NOT AVAILABLE
Carrus Specialty Hospital,"1810 U.S. Highway 82 West,Ste 200",Sherman,USA,16,General Medical,(903) 870-2600
Pam Specialty Hospital Of Victoria North,102 Medical Drive,Victoria,USA,26,General Medical,(361) 576-6200
William P. Clements Jr. University Hospital,"6161 Harry Hines Boulevard,Suite 100",Dallas,USA,460,General Medical,(214) 633-5555
Seton Smithville Regional Hospital,1201 Hill Road,Smithville,USA,8,Breast Cancer,(512) 237-3214
Mainland Medical Center,6801 Emmett F. Lowry Expressway,Texas City,USA,223,Breast Cancer,(409) 938-5000
Woodlands Specialty Hospital Pllc,25440 I 45 North,The Woodlands,USA,6,General Medical,(281) 602-8160
Ohiohealth Shelby Hospital,199 West Main Street,Shelby,USA,40,General Medical,(419) 342-5015
St Anthony Hospital,2801 St Anthony Way,Pendleton,USA,30,General Medical,(541) 276-5121
Veterans Administration Medical Center,500 Foothill Drive,Salt Lake City,USA,121,General Medical,(801) 582-1565
Oceans Behavioral Healthcare Of Longview,615 Clinic Drive,Longview,USA,24,General Medical,(318) 797-6785
The Menninger Clinic,12301 South Main Street,Houston,USA,120,General Medical,NOT AVAILABLE
Metroplex Pavilion,2407 South Clear Creek Road,Killen,USA,60,General Medical,(254) 519-8328
Sacred Heart Hsptl,900 W Clairemont Ave,Eau Claire,USA,344,General Medical,(715) 717-4131
Divine Savior Hlthcare,2817 New Pinery Rd,Portage,USA,73,General Medical,(608) 742-4131
Jefferson Hospital,1067 Peachtree Street,Louisville,USA,37,General Medical,NOT AVAILABLE
Optim Medical Center Jenkins,931 East Winthrope Avenue,Millen,USA,25,General Medical,NOT AVAILABLE
Summerlin Hospital Medical Center,657 North Town Center Drive,Las Vegas,USA,454,General Medical,(702) 233-7500
Eating Recovery Center Behavioral Health,98 Spruce St,Denver,USA,29,General Medical,(720) 532-8700
Kaiser Ontario Medical Center Campus,2295 S. Vineyard Avenue,Ontario,USA,176,General Medical,NOT AVAILABLE
"Noland Hospital Tuscaloosa, Llc","809 University Blvd East,4th Floor",Tuscaloosa,USA,32,General Medical,(205) 759-7241
Oak Valley District Hospital (2-Rh),350 South Oak Street,Oakdale,USA,35,General Medical,NOT AVAILABLE
Kaweah Delta  Mental Health Hospital D/P Aph,1100 So. Akers Street,Visalia,USA,63,General Medical,NOT AVAILABLE
Franciscan Children'S Hospital & Rehab Center,30 Warren Street,Boston,USA,112,General Medical,(617) 254-3800
Select Specialty Hospital - Youngstown Boardman,"8401 Market Street,7th Floor South",Boardman,USA,24,General Medical,(330) 480-6664
Kindred Hospital Boston,1515 Commonwealth Avenue,Boston,USA,59,General Medical,(617) 254-1100
Legacy Mount Hood Medical Center,24800 Se Stark Street,Gresham,USA,111,General Medical,NOT AVAILABLE
Providence Portland Medical Center,4805 Ne Glisan Street,Portland,USA,400,General Medical,NOT AVAILABLE
University Hospitals Samaritan Medical,1025 Center St,Ashland,USA,123,General Medical,(419) 289-0491
Clay County Hospital,83825 Highway 9,Ashland,USA,45,General Medical,(256) 354-2131
Hudson Regional Hospital,55 Meadowlands Parkway,Secaucus,USA,234,General Medical,(201) 392-3100
Hunter Holmes Mcguire Va Medical Center,1201 Broad Rock Blvd,Richmond,USA,1001,General Medical,(804) 675-5000
Children'S Hospital Colorado At Memorial Hospital Central,1400 East Boulder Street,Colorado Springs,USA,1001,Covid,(719) 365-5000
Nor Lea District Hospital,1600 North Main,Lovington,USA,25,Pneumonia,(575) 396-6611
Virtua West Jersey Hospital - Berlin,100 Townsend Avenue,Berlin,USA,95,General Medical,(856) 322-3000
Slidell -Amg Specialty Hosptial,1400 Lindberg Drive,Slidell,USA,1001,General Medical,(985) 326-0440
Yoakum County Hospital,412 Mustang Drive,Denver City,USA,24,Breast Cancer,(806) 592-2121
Electra Memorial Hospital,1207 S. Bailey Street,Electra,USA,25,Breast Cancer,(940) 495-3981
Community Hospital Fairfax,26136 Us Highway 59,Fairfax,USA,18,General Medical,(660) 686-2211
Carolinas Medical Center-Lincoln,433 Mcalister Road,Lincolnton,USA,101,General Medical,(704) 735-3071
Alameda Hospital,2070 Clinton,Alameda,USA,135,General Medical,NOT AVAILABLE
Mountain'S Edge Hospital,8656 West Patrick Lane,Las Vegas,USA,130,General Medical,(702) 777-7100
Peak View Behavioral Health,2102 University Park Blvd,Colorado Springs,USA,92,General Medical,(719) 444-8484
San Joaquin County P.H.F.,1212 North California,Stockton,USA,16,General Medical,NOT AVAILABLE
Promise Hospital Of East Los Angeles-Suburban Campus,16453 South Colorado Avenue,Paramount,USA,177,General Medical,NOT AVAILABLE
Kaiser Fnd Hosp - Roseville,1600 Eureka Road,Roseville,USA,340,General Medical,NOT AVAILABLE
Kaiser Fnd Hosp - San Rafael,99 Montecillo Road,San Rafael,USA,116,General Medical,NOT AVAILABLE
Ukiah Valley Medical Center/Hospital Drive,275 Hospital Drive,Ukiah,USA,67,General Medical,NOT AVAILABLE
Memorial Hospital Los Banos,520 West I Street,Los Banos,USA,44,General Medical,NOT AVAILABLE
Community Regional Medical Center-Fresno,2823 Fresno And R Streets,Fresno,USA,685,General Medical,NOT AVAILABLE
Adventist Medical Center-Selma,1141 Rose Avenue,Selma,USA,57,General Medical,NOT AVAILABLE
St. Agnes Medical Center,1303 East Herndon Avenue,Fresno,USA,436,General Medical,NOT AVAILABLE
Kindred Hospital Arizona - Phoenix,40 East Indianola Ave,Phoenix,USA,58,General Medical,(602) 280-7000
Upmc Mckeesport,1500 Fifth Avenue,Mckeesport,USA,212,General Medical,(412) 664-2000
